date,county,state,cases,deaths,stay_at_home_announced,stay_at_home_effective,lat,lon,total_population,area_sqmi,population_density_per_sqmi,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,percent_uninsured,percent_unemployed_CHR,violent_crime_rate,percent_drive_alone_to_work,life_expectancy,percent_65_and_over,per_capita_income,percent_below_poverty,date_stay_at_home_announced,date_stay_at_home_effective
3/14/2020,Bell,Texas,1,0,no,no,31.0376799,-97.47824798,0.074402544,0.149410491,0.109099599,0.185030848,0.279069767,0.159090909,0.29385388,0.054996733,0.226143321,0.476034217,0.353655763,0.06385449,0.054925935,0.29171362,0.340369393,3/31/2020,4/2/2020
3/14/2020,Bexar,Texas,12,0,no,no,29.44894569,-98.52001171,0.418956321,0.179950516,0.520541036,0.170934264,0.147991543,0.171717172,0.282305702,0.162977886,0.147928335,0.61739236,0.336868258,0.06902409,0.089982837,0.319359928,0.406332454,3/31/2020,4/2/2020
3/14/2020,Brazoria,Texas,2,0,no,no,29.18966282,-95.45192658,0.076107452,0.199022095,0.086323984,0.095833888,0.139534884,0.287878788,0.210021254,0.081865209,0.266359293,0.211541862,0.413979577,0.071155944,0.081203864,0.466180853,0.229551451,3/31/2020,4/2/2020
3/14/2020,Collin,Texas,7,0,no,no,33.18793742,-96.57240182,0.199738987,0.115500647,0.36585277,0,0.133192389,0.078282828,0.25055327,0.019861207,0.146166297,0.181501959,0.359587568,0.111150129,0.059340827,0.685373,0.139841689,3/31/2020,4/2/2020
3/14/2020,Dallas,Texas,11,0,no,no,32.76663858,-96.77788402,0.566524448,0.120632037,0.999735404,0.17065492,0.177589852,0.194444444,0.203674501,0.344839566,0.187527433,0.555454439,0.33032062,0.069639121,0.051747317,0.400370621,0.443271768,3/31/2020,4/2/2020
3/14/2020,El Paso,Texas,1,0,no,no,31.76857831,-106.2348467,0.187777344,0.143291593,0.285566247,0.117427822,0.147991543,0.108585859,0.155100494,0.332172021,0.237950033,0.42169081,0.350779665,0.086806808,0.09403157,0.164801042,0.546174142,3/31/2020,4/2/2020
3/14/2020,Fort Bend,Texas,9,0,no,no,29.5275068,-95.77089763,0.15398679,0.118821389,0.275351735,0.011360182,0.158562368,0.118686869,0.19724358,0.062636852,0.211677433,0.284415853,0.366479384,0.114898293,0.060725118,0.615280595,0.168865435,3/31/2020,4/2/2020
3/14/2020,Galveston,Texas,1,0,no,no,29.39871624,-95.04824308,0.07070993,0.040725763,0.28805163,0.363761829,0.255813953,0.275252525,0.314128645,0.118409095,0.273584373,0.335212937,0.359078529,0.055526628,0.15281374,0.505646959,0.311345646,3/31/2020,4/2/2020
3/14/2020,Gregg,Texas,1,0,no,no,32.48047337,-94.81696233,0.027590643,0.023653142,0.156408513,0.231841899,0.183932347,0.28030303,0.177223491,0.294007274,0.226081921,0.526027348,0.388996432,0.032802129,0.180139724,0.296045877,0.432717678,3/31/2020,4/2/2020
3/14/2020,Harris,Texas,11,0,no,no,29.85780766,-95.39374351,0.99978824,0.255144218,0.903339542,0.118236314,0.128964059,0.154040404,0.298455358,0.315721806,0.250007155,0.845948275,0.341963632,0.077052557,0.045787788,0.432875066,0.411609499,3/31/2020,4/2/2020
3/14/2020,Hays,Texas,1,0,no,no,30.05814651,-98.03107043,0.041663575,0.089085002,0.094884178,0.13308504,0.177589852,0.070707071,0.388187081,0.157560842,0.111375235,0.282253629,0.329885853,0.086370321,0.058779826,0.396464077,0.37994723,3/31/2020,4/2/2020
3/14/2020,Montgomery,Texas,1,0,no,no,30.30019464,-95.50301661,0.11679747,0.147937891,0.172737899,0.156413352,0.095137421,0.141414141,0.287517504,0.17290315,0.190199544,0.202868755,0.364613682,0.077913758,0.116545087,0.584679338,0.242744063,3/31/2020,4/2/2020
3/14/2020,Smith,Texas,3,0,no,no,32.37504563,-95.26918068,0.049344456,0.128466119,0.082579997,0.219866401,0.270613108,0.277777778,0.201822483,0.248456111,0.178232638,0.38800987,0.39156993,0.062156164,0.211659513,0.318909173,0.401055409,3/31/2020,4/2/2020
3/14/2020,Tarrant,Texas,4,0,no,no,32.77156793,-97.29123522,0.43898899,0.119109257,0.78315001,0.128143979,0.167019027,0.20959596,0.225846887,0.206005847,0.16412887,0.466430509,0.371854185,0.071847317,0.066857313,0.431397591,0.332453826,3/31/2020,4/2/2020
3/14/2020,Travis,Texas,4,0,no,no,30.33469901,-97.78197086,0.25872136,0.139831682,0.401927133,0.049261098,0.00422833,0,0.483723511,0.093529056,0.098271741,0.428689847,0.284478172,0.1013719,0.028128513,0.603135252,0.353562005,3/31/2020,4/2/2020
3/15/2020,Bell,Texas,1,0,no,no,31.0376799,-97.47824798,0.074402544,0.149410491,0.109099599,0.185030848,0.279069767,0.159090909,0.29385388,0.054996733,0.226143321,0.476034217,0.353655763,0.06385449,0.054925935,0.29171362,0.340369393,3/31/2020,4/2/2020
3/15/2020,Bexar,Texas,12,0,no,no,29.44894569,-98.52001171,0.418956321,0.179950516,0.520541036,0.170934264,0.147991543,0.171717172,0.282305702,0.162977886,0.147928335,0.61739236,0.336868258,0.06902409,0.089982837,0.319359928,0.406332454,3/31/2020,4/2/2020
